incident_id,timestamp,area,lat,lng,hour,day_of_week,incident_type,severity,weapon_involved,reported_to_police,source
INC-1318,2025-04-08 21:00:00,FB Area,24.956984,67.107835,21,Tuesday,mugging,HIGH,no,no,community_report
INC-1730,2025-04-08 21:34:00,Nagan Chowrangi,24.942146,67.086241,21,Tuesday,mugging,MEDIUM,no,no,community_report
INC-1879,2025-04-08 21:49:00,Model Colony,24.884182,67.149318,21,Tuesday,mugging,MEDIUM,no,no,community_report
INC-1430,2025-04-08 23:14:00,Gulistan-e-Jauhar,24.909477,67.218028,23,Tuesday,ride_hailing_incident,MEDIUM,no,yes,community_report
INC-0826,2025-04-09 22:42:00,Teen Talwar,24.831392,67.029797,22,Wednesday,phone_snatching,HIGH,no,no,community_report
INC-1139,2025-04-09 22:52:00,Superhighway,24.977968,67.148685,22,Wednesday,vehicle_theft,MEDIUM,no,yes,community_report
INC-1137,2025-04-09 23:14:00,Superhighway,24.982808,67.149049,23,Wednesday,robbery,MEDIUM,yes,no,community_report
INC-0426,2025-04-10 18:52:00,Liaquatabad,24.902676,67.035931,18,Thursday,phone_snatching,HIGH,no,no,community_report
INC-1725,2025-04-10 22:24:00,Nagan Chowrangi,24.940897,67.086815,22,Thursday,signal_robbery,HIGH,yes,no,community_report
INC-1415,2025-04-10 23:21:00,Gulistan-e-Jauhar,24.910489,67.218401,23,Thursday,phone_snatching,LOW,no,yes,community_report
INC-0268,2025-04-11 00:44:00,Keamari,24.847261,66.990909,0,Friday,robbery,MEDIUM,yes,yes,community_report
INC-1896,2025-04-12 20:16:00,Model Colony,24.882602,67.146396,20,Saturday,mugging,LOW,no,no,community_report
INC-0387,2025-04-12 20:57:00,Liaquatabad,24.904319,67.035496,20,Saturday,robbery,HIGH,no,no,community_report
INC-0525,2025-04-12 22:24:00,Korangi,24.827549,67.137616,22,Saturday,mugging,MEDIUM,no,yes,community_report
INC-0203,2025-04-12 23:24:00,Keamari,24.845121,66.988526,23,Saturday,robbery,HIGH,no,no,community_report
INC-1138,2025-04-13 00:51:00,Superhighway,24.982996,67.14747,0,Sunday,vehicle_theft,MEDIUM,no,no,community_report
INC-1526,2025-04-13 01:01:00,DHA Phase 1,24.806485,67.060701,1,Sunday,vehicle_theft,LOW,no,yes,community_report
INC-1876,2025-04-13 11:59:00,Model Colony,24.883702,67.148366,11,Sunday,mugging,MEDIUM,no,no,community_report
INC-1724,2025-04-13 22:34:00,Nagan Chowrangi,24.939212,67.086166,22,Sunday,mugging,HIGH,no,yes,community_report
INC-1643,2025-04-14 20:36:00,Guru Mandir,24.865329,67.01794,20,Monday,phone_snatching,HIGH,no,no,community_report
INC-1830,2025-04-15 00:54:00,Malir Cantonment,24.875601,67.202895,0,Tuesday,mugging,LOW,no,no,community_report
INC-0299,2025-04-15 11:39:00,Baloch Colony,24.861428,67.072995,11,Tuesday,mugging,MEDIUM,no,no,community_report
INC-0032,2025-04-15 14:56:00,Lyari,24.873616,67.013444,14,Tuesday,robbery,MEDIUM,no,yes,community_report
INC-1834,2025-04-15 20:17:00,Malir Cantonment,24.875787,67.206853,20,Tuesday,vehicle_theft,LOW,no,yes,community_report
INC-0273,2025-04-15 21:48:00,Keamari,24.844974,66.987215,21,Tuesday,robbery,HIGH,yes,no,community_report
INC-0627,2025-04-15 22:23:00,SITE Industrial Area,24.932584,66.99946,22,Tuesday,robbery,HIGH,no,yes,community_report
INC-0724,2025-04-16 17:33:00,Saddar,24.86442,67.028344,17,Wednesday,mugging,MEDIUM,no,no,community_report
INC-0564,2025-04-16 17:34:00,Korangi,24.824538,67.142741,17,Wednesday,mugging,HIGH,no,no,community_report
INC-1664,2025-04-16 19:40:00,Guru Mandir,24.865235,67.013481,19,Wednesday,mugging,HIGH,no,no,community_report
INC-1226,2025-04-17 21:52:00,Garden West,24.880392,67.018186,21,Thursday,phone_snatching,LOW,no,yes,community_report
INC-0991,2025-04-17 22:15:00,North Nazimabad,24.948712,67.055039,22,Thursday,phone_snatching,MEDIUM,no,no,community_report
INC-0807,2025-04-17 22:25:00,Teen Talwar,24.831919,67.032781,22,Thursday,phone_snatching,MEDIUM,no,no,community_report
INC-0151,2025-04-17 22:35:00,Orangi Town,24.966216,67.021454,22,Thursday,robbery,HIGH,no,no,community_report
INC-1293,2025-04-18 12:08:00,Nazimabad,24.918737,67.03463,12,Friday,mugging,HIGH,no,no,community_report
INC-1362,2025-04-18 21:06:00,FB Area,24.953821,67.105871,21,Friday,phone_snatching,MEDIUM,no,yes,community_report
INC-0699,2025-04-18 21:17:00,Malir,24.896883,67.229145,21,Friday,mugging,MEDIUM,no,yes,community_report
INC-0248,2025-04-18 22:10:00,Keamari,24.84352,66.992986,22,Friday,mugging,MEDIUM,no,yes,community_report
INC-1284,2025-04-19 21:10:00,Nazimabad,24.918778,67.033391,21,Saturday,mugging,LOW,no,no,community_report
INC-0093,2025-04-21 01:42:00,Lyari,24.873021,67.014363,1,Monday,robbery,HIGH,yes,no,community_report
INC-0565,2025-04-21 21:21:00,Korangi,24.82731,67.14022,21,Monday,mugging,MEDIUM,no,no,community_report
INC-1731,2025-04-21 21:26:00,Nagan Chowrangi,24.941291,67.084836,21,Monday,signal_robbery,LOW,no,no,community_report
INC-0649,2025-04-22 21:57:00,Malir,24.894245,67.229992,21,Tuesday,mugging,MEDIUM,no,yes,community_report
INC-1590,2025-04-22 23:47:00,Zamzama,24.826799,67.077674,23,Tuesday,mugging,LOW,no,no,community_report
INC-0435,2025-04-23 00:59:00,Landhi,24.847205,67.361041,0,Wednesday,mugging,HIGH,no,no,community_report
INC-1442,2025-04-23 17:53:00,PECHS,24.87762,67.079067,17,Wednesday,vehicle_theft,LOW,no,yes,community_report
INC-1280,2025-04-23 20:23:00,Nazimabad,24.917309,67.037372,20,Wednesday,mugging,HIGH,no,no,community_report
INC-0666,2025-04-23 20:51:00,Malir,24.894963,67.230681,20,Wednesday,mugging,HIGH,no,yes,community_report
INC-0304,2025-04-23 21:18:00,Baloch Colony,24.866857,67.07289,21,Wednesday,phone_snatching,HIGH,no,yes,community_report
INC-0381,2025-04-24 12:51:00,Liaquatabad,24.906193,67.036334,12,Thursday,phone_snatching,MEDIUM,no,no,community_report
INC-1183,2025-04-24 13:37:00,Superhighway,24.982549,67.151739,13,Thursday,carjacking,HIGH,no,no,community_report
INC-0528,2025-04-24 15:06:00,Korangi,24.822035,67.142686,15,Thursday,phone_snatching,MEDIUM,no,no,community_report
INC-0738,2025-04-24 16:19:00,Saddar,24.859927,67.025314,16,Thursday,phone_snatching,HIGH,no,yes,community_report
INC-1342,2025-04-24 21:37:00,FB Area,24.957598,67.103517,21,Thursday,phone_snatching,LOW,no,no,community_report
INC-0748,2025-04-25 20:12:00,Saddar,24.8599,67.028428,20,Friday,phone_snatching,LOW,no,no,community_report
INC-1409,2025-04-25 22:01:00,Gulistan-e-Jauhar,24.907521,67.220386,22,Friday,phone_snatching,MEDIUM,no,no,community_report
INC-0193,2025-04-25 22:19:00,Keamari,24.847499,66.989775,22,Friday,robbery,HIGH,no,no,community_report
INC-0865,2025-04-25 22:40:00,Hassan Square,24.898665,67.07496,22,Friday,signal_robbery,MEDIUM,no,no,community_report
INC-1309,2025-04-26 19:36:00,Nazimabad,24.920431,67.032305,19,Saturday,robbery,HIGH,yes,yes,community_report
INC-0192,2025-04-26 21:53:00,Keamari,24.84459,66.987992,21,Saturday,mugging,HIGH,no,yes,community_report
INC-1413,2025-04-26 23:02:00,Gulistan-e-Jauhar,24.909444,67.220094,23,Saturday,ride_hailing_incident,LOW,no,no,community_report
INC-0949,2025-04-26 23:18:00,North Nazimabad,24.949201,67.052263,23,Saturday,phone_snatching,MEDIUM,no,no,community_report
INC-1855,2025-04-27 00:05:00,Malir Cantonment,24.877816,67.204238,0,Sunday,mugging,LOW,no,yes,community_report
INC-0653,2025-04-27 19:59:00,Malir,24.8966,67.229672,19,Sunday,vehicle_theft,HIGH,no,no,community_report
INC-1323,2025-04-27 21:00:00,FB Area,24.952805,67.107139,21,Sunday,phone_snatching,HIGH,no,no,community_report
INC-0643,2025-04-27 21:04:00,Malir,24.897518,67.229856,21,Sunday,mugging,HIGH,no,yes,community_report
INC-0049,2025-04-28 23:03:00,Lyari,24.870654,67.009407,23,Monday,mugging,HIGH,no,no,community_report
INC-0202,2025-04-29 15:07:00,Keamari,24.847406,66.992313,15,Tuesday,robbery,HIGH,yes,no,community_report
INC-0636,2025-04-29 22:12:00,SITE Industrial Area,24.930709,67.00247,22,Tuesday,mugging,MEDIUM,no,no,community_report
INC-0164,2025-04-30 20:28:00,Orangi Town,24.965063,67.018001,20,Wednesday,phone_snatching,MEDIUM,no,no,community_report
INC-1750,2025-04-30 21:09:00,Nagan Chowrangi,24.942187,67.087127,21,Wednesday,signal_robbery,HIGH,yes,no,community_report
INC-1727,2025-04-30 22:02:00,Nagan Chowrangi,24.939097,67.086195,22,Wednesday,signal_robbery,MEDIUM,yes,no,community_report
INC-1717,2025-05-01 19:30:00,Nagan Chowrangi,24.943901,67.083856,19,Thursday,phone_snatching,HIGH,no,no,community_report
INC-1282,2025-05-01 19:52:00,Nazimabad,24.919129,67.035352,19,Thursday,mugging,MEDIUM,no,no,community_report
INC-0432,2025-05-01 22:36:00,Landhi,24.851713,67.359487,22,Thursday,mugging,HIGH,no,no,community_report
INC-1220,2025-05-02 19:48:00,Garden West,24.879938,67.020777,19,Friday,mugging,MEDIUM,no,yes,community_report
INC-0366,2025-05-02 20:25:00,Liaquatabad,24.905289,67.036426,20,Friday,phone_snatching,MEDIUM,no,no,community_report
INC-1245,2025-05-02 20:35:00,Garden West,24.878078,67.019056,20,Friday,mugging,MEDIUM,no,no,community_report
INC-1071,2025-05-03 16:09:00,Sohrab Goth,24.956407,67.07812,16,Saturday,mugging,MEDIUM,no,no,community_report
INC-1286,2025-05-03 21:07:00,Nazimabad,24.917783,67.037755,21,Saturday,mugging,LOW,no,no,community_report
INC-0103,2025-05-03 21:19:00,Orangi Town,24.964615,67.019615,21,Saturday,robbery,HIGH,no,no,community_report
INC-1357,2025-05-03 22:37:00,FB Area,24.955151,67.106042,22,Saturday,phone_snatching,MEDIUM,no,no,community_report
INC-0287,2025-05-04 11:55:00,Baloch Colony,24.863642,67.074412,11,Sunday,signal_robbery,HIGH,no,no,community_report
INC-0908,2025-05-04 19:05:00,Hassan Square,24.897656,67.07385,19,Sunday,signal_robbery,HIGH,yes,no,community_report
INC-1016,2025-05-04 20:00:00,Gulshan-e-Iqbal,24.928527,67.132006,20,Sunday,phone_snatching,LOW,no,no,community_report
INC-0008,2025-05-04 21:00:00,Lyari,24.872029,67.010414,21,Sunday,robbery,HIGH,yes,no,community_report
INC-1658,2025-05-04 21:39:00,Guru Mandir,24.870176,67.018022,21,Sunday,mugging,LOW,no,no,community_report
INC-1133,2025-05-04 22:30:00,Superhighway,24.982753,67.148288,22,Sunday,vehicle_theft,MEDIUM,no,yes,community_report
INC-1141,2025-05-04 23:26:00,Superhighway,24.980165,67.147547,23,Sunday,vehicle_theft,HIGH,no,no,community_report
INC-1271,2025-05-05 21:41:00,Nazimabad,24.918344,67.035526,21,Monday,mugging,LOW,no,no,community_report
INC-1093,2025-05-06 00:31:00,Sohrab Goth,24.958754,67.077372,0,Tuesday,robbery,HIGH,yes,yes,community_report
INC-0953,2025-05-06 13:55:00,North Nazimabad,24.950031,67.057379,13,Tuesday,mugging,LOW,no,yes,community_report
INC-0742,2025-05-06 17:29:00,Saddar,24.86166,67.030842,17,Tuesday,phone_snatching,HIGH,no,no,community_report
INC-0721,2025-05-06 21:34:00,Saddar,24.863515,67.026956,21,Tuesday,pickpocketing,MEDIUM,no,no,community_report
INC-1880,2025-05-06 21:36:00,Model Colony,24.880288,67.145659,21,Tuesday,mugging,LOW,no,no,community_report
INC-0764,2025-05-07 09:45:00,Saddar,24.863042,67.026864,9,Wednesday,mugging,MEDIUM,no,yes,community_report
INC-1298,2025-05-07 17:31:00,Nazimabad,24.920269,67.034459,17,Wednesday,robbery,HIGH,no,no,community_report
INC-1410,2025-05-07 21:13:00,Gulistan-e-Jauhar,24.907331,67.217088,21,Wednesday,ride_hailing_incident,MEDIUM,no,no,community_report
INC-0493,2025-05-07 21:45:00,Landhi,24.851617,67.357428,21,Wednesday,vehicle_theft,HIGH,no,no,community_report
INC-0464,2025-05-07 22:39:00,Landhi,24.847997,67.358955,22,Wednesday,robbery,MEDIUM,no,no,community_report
INC-0052,2025-05-08 01:12:00,Lyari,24.872279,67.013172,1,Thursday,phone_snatching,HIGH,no,no,community_report
INC-0841,2025-05-08 17:24:00,Teen Talwar,24.831117,67.032848,17,Thursday,phone_snatching,MEDIUM,no,no,community_report
INC-0467,2025-05-08 20:16:00,Landhi,24.851181,67.358931,20,Thursday,mugging,HIGH,no,yes,community_report
INC-0503,2025-05-08 22:07:00,Korangi,24.827798,67.138618,22,Thursday,mugging,HIGH,no,no,community_report
INC-1686,2025-05-09 19:39:00,Guru Mandir,24.870548,67.018676,19,Friday,robbery,LOW,yes,no,community_report
INC-1311,2025-05-09 19:40:00,Nazimabad,24.922916,67.033351,19,Friday,robbery,MEDIUM,yes,yes,community_report
INC-0595,2025-05-09 21:14:00,SITE Industrial Area,24.931735,67.00051,21,Friday,vehicle_theft,MEDIUM,no,no,community_report
INC-0812,2025-05-09 21:22:00,Teen Talwar,24.830745,67.031265,21,Friday,phone_snatching,MEDIUM,no,yes,community_report
INC-1519,2025-05-09 23:41:00,DHA Phase 1,24.802974,67.060298,23,Friday,vehicle_theft,LOW,no,no,community_report
INC-1852,2025-05-10 10:56:00,Malir Cantonment,24.876844,67.205699,10,Saturday,vehicle_theft,MEDIUM,no,no,community_report
INC-0703,2025-05-10 20:05:00,Malir,24.894522,67.22747,20,Saturday,mugging,HIGH,no,no,community_report
INC-1874,2025-05-10 20:27:00,Model Colony,24.882155,67.146344,20,Saturday,mugging,HIGH,no,no,community_report
INC-0646,2025-05-10 20:30:00,Malir,24.895414,67.229978,20,Saturday,mugging,MEDIUM,no,yes,community_report
INC-0567,2025-05-10 21:18:00,Korangi,24.827227,67.141,21,Saturday,robbery,HIGH,no,no,community_report
INC-1752,2025-05-10 22:34:00,Nagan Chowrangi,24.939409,67.087854,22,Saturday,mugging,HIGH,no,yes,community_report
INC-0390,2025-05-11 20:37:00,Liaquatabad,24.902328,67.033825,20,Sunday,robbery,HIGH,yes,no,community_report
INC-1492,2025-05-11 22:34:00,Clifton,24.823905,67.037437,22,Sunday,phone_snatching,MEDIUM,no,no,community_report
INC-0053,2025-05-11 23:25:00,Lyari,24.871713,67.011669,23,Sunday,mugging,HIGH,no,yes,community_report
INC-0497,2025-05-12 14:39:00,Landhi,24.848888,67.362195,14,Monday,vehicle_theft,HIGH,no,yes,community_report
INC-0861,2025-05-12 20:26:00,Hassan Square,24.896309,67.071888,20,Monday,signal_robbery,LOW,no,yes,community_report
INC-0863,2025-05-12 21:46:00,Hassan Square,24.897136,67.074757,21,Monday,signal_robbery,LOW,no,no,community_report
INC-0943,2025-05-12 23:01:00,North Nazimabad,24.947733,67.054885,23,Monday,mugging,MEDIUM,no,yes,community_report
INC-1522,2025-05-13 01:00:00,DHA Phase 1,24.802892,67.061789,1,Tuesday,mugging,LOW,no,no,community_report
INC-1103,2025-05-13 10:55:00,Sohrab Goth,24.958568,67.078056,10,Tuesday,mugging,HIGH,no,yes,community_report
INC-1662,2025-05-13 12:19:00,Guru Mandir,24.866211,67.013845,12,Tuesday,phone_snatching,HIGH,no,no,community_report
INC-1864,2025-05-13 21:35:00,Model Colony,24.88134,67.150039,21,Tuesday,mugging,MEDIUM,no,yes,community_report
INC-0818,2025-05-14 12:49:00,Teen Talwar,24.829498,67.031681,12,Wednesday,phone_snatching,MEDIUM,no,no,community_report
INC-1326,2025-05-14 21:09:00,FB Area,24.955625,67.10397,21,Wednesday,phone_snatching,HIGH,no,yes,community_report
INC-0215,2025-05-15 08:05:00,Keamari,24.847729,66.9894,8,Thursday,robbery,HIGH,yes,no,community_report
INC-1592,2025-05-15 17:07:00,Zamzama,24.829723,67.072969,17,Thursday,mugging,LOW,no,no,community_report
INC-0658,2025-05-15 20:31:00,Malir,24.897627,67.23176,20,Thursday,mugging,MEDIUM,no,no,community_report
INC-0050,2025-05-15 20:57:00,Lyari,24.873177,67.01026,20,Thursday,mugging,HIGH,no,no,community_report
INC-1777,2025-05-15 21:24:00,Soldier Bazaar,24.886052,67.02905,21,Thursday,phone_snatching,LOW,no,no,community_report
INC-0498,2025-05-16 10:27:00,Landhi,24.850962,67.357229,10,Friday,vehicle_theft,MEDIUM,no,no,community_report
INC-0316,2025-05-16 10:33:00,Baloch Colony,24.861197,67.073283,10,Friday,signal_robbery,HIGH,yes,no,community_report
INC-0482,2025-05-16 22:46:00,Landhi,24.847394,67.360202,22,Friday,robbery,MEDIUM,yes,no,community_report
INC-1589,2025-05-16 22:46:00,Zamzama,24.827415,67.074558,22,Friday,phone_snatching,LOW,no,no,community_report
INC-0582,2025-05-17 15:36:00,SITE Industrial Area,24.929958,67.002627,15,Saturday,vehicle_theft,MEDIUM,no,no,community_report
INC-0940,2025-05-17 20:25:00,North Nazimabad,24.951815,67.052617,20,Saturday,mugging,MEDIUM,no,yes,community_report
INC-0768,2025-05-17 21:12:00,Saddar,24.862072,67.029641,21,Saturday,pickpocketing,LOW,no,no,community_report
INC-0181,2025-05-17 21:52:00,Orangi Town,24.966434,67.01765,21,Saturday,mugging,MEDIUM,no,no,community_report
INC-1132,2025-05-17 22:48:00,Superhighway,24.982595,67.148777,22,Saturday,vehicle_theft,MEDIUM,no,yes,community_report
INC-1509,2025-05-17 23:05:00,Clifton,24.821644,67.033344,23,Saturday,mugging,LOW,no,no,community_report
INC-1338,2025-05-17 23:06:00,FB Area,24.955296,67.105952,23,Saturday,phone_snatching,MEDIUM,no,no,community_report
INC-1594,2025-05-17 23:06:00,Zamzama,24.830003,67.077933,23,Saturday,mugging,MEDIUM,no,no,community_report
INC-1230,2025-05-18 21:15:00,Garden West,24.879402,67.017524,21,Sunday,phone_snatching,HIGH,no,no,community_report
INC-0628,2025-05-18 21:35:00,SITE Industrial Area,24.930124,67.000175,21,Sunday,vehicle_theft,LOW,no,no,community_report
INC-1548,2025-05-19 00:50:00,DHA Phase 1,24.804963,67.062431,0,Monday,mugging,MEDIUM,no,no,community_report
INC-0985,2025-05-19 20:02:00,North Nazimabad,24.950723,67.055168,20,Monday,phone_snatching,MEDIUM,no,yes,community_report
INC-0965,2025-05-19 21:26:00,North Nazimabad,24.951298,67.05209,21,Monday,mugging,LOW,no,no,community_report
INC-0012,2025-05-19 21:31:00,Lyari,24.870372,67.009752,21,Monday,robbery,LOW,no,no,community_report
INC-0731,2025-05-19 21:32:00,Saddar,24.859536,67.026812,21,Monday,phone_snatching,MEDIUM,no,no,community_report
INC-0858,2025-05-19 22:06:00,Teen Talwar,24.829657,67.033597,22,Monday,phone_snatching,LOW,no,no,community_report
INC-1331,2025-05-19 22:37:00,FB Area,24.955325,67.106878,22,Monday,mugging,MEDIUM,no,no,community_report
INC-0735,2025-05-20 16:39:00,Saddar,24.864919,67.029466,16,Tuesday,pickpocketing,HIGH,no,no,community_report
INC-1217,2025-05-20 19:25:00,Garden West,24.878436,67.018771,19,Tuesday,mugging,MEDIUM,no,no,community_report
INC-0680,2025-05-20 20:14:00,Malir,24.898295,67.228613,20,Tuesday,mugging,MEDIUM,no,no,community_report
INC-0845,2025-05-20 21:05:00,Teen Talwar,24.829763,67.03208,21,Tuesday,phone_snatching,MEDIUM,no,no,community_report
INC-0603,2025-05-20 21:51:00,SITE Industrial Area,24.927294,67.001244,21,Tuesday,vehicle_theft,MEDIUM,no,no,community_report
INC-1530,2025-05-21 15:39:00,DHA Phase 1,24.803313,67.05889,15,Wednesday,vehicle_theft,LOW,no,no,community_report
INC-0132,2025-05-21 22:13:00,Orangi Town,24.962442,67.017342,22,Wednesday,robbery,HIGH,no,no,community_report
INC-1570,2025-05-21 23:48:00,DHA Phase 5,24.811726,67.091706,23,Wednesday,mugging,LOW,no,yes,community_report
INC-0926,2025-05-22 11:10:00,Hassan Square,24.898062,67.074468,11,Thursday,phone_snatching,HIGH,no,no,community_report
INC-0118,2025-05-22 16:47:00,Orangi Town,24.962618,67.017658,16,Thursday,mugging,MEDIUM,no,yes,community_report
INC-0243,2025-05-23 09:55:00,Keamari,24.842635,66.987894,9,Friday,mugging,HIGH,no,no,community_report
INC-0315,2025-05-23 21:23:00,Baloch Colony,24.866202,67.076037,21,Friday,signal_robbery,HIGH,no,no,community_report
INC-0837,2025-05-23 23:17:00,Teen Talwar,24.83174,67.033523,23,Friday,phone_snatching,LOW,no,yes,community_report
INC-1274,2025-05-24 10:24:00,Nazimabad,24.922111,67.033246,10,Saturday,mugging,MEDIUM,no,yes,community_report
INC-1360,2025-05-24 21:14:00,FB Area,24.952142,67.103327,21,Saturday,phone_snatching,HIGH,no,no,community_report
INC-1227,2025-05-25 09:58:00,Garden West,24.878975,67.02045,9,Sunday,mugging,LOW,no,no,community_report
INC-1232,2025-05-25 14:37:00,Garden West,24.878916,67.022402,14,Sunday,mugging,HIGH,no,no,community_report
INC-0166,2025-05-25 15:16:00,Orangi Town,24.965228,67.021411,15,Sunday,robbery,HIGH,no,yes,community_report
INC-0475,2025-05-25 19:26:00,Landhi,24.847386,67.357663,19,Sunday,vehicle_theft,MEDIUM,no,yes,community_report
INC-1406,2025-05-26 21:34:00,Gulistan-e-Jauhar,24.911297,67.218046,21,Monday,ride_hailing_incident,LOW,no,yes,community_report
INC-0606,2025-05-26 22:39:00,SITE Industrial Area,24.931153,67.001798,22,Monday,vehicle_theft,MEDIUM,no,no,community_report
INC-0822,2025-05-27 10:26:00,Teen Talwar,24.827606,67.029871,10,Tuesday,signal_robbery,HIGH,yes,no,community_report
INC-1402,2025-05-27 21:51:00,Gulistan-e-Jauhar,24.908592,67.217616,21,Tuesday,ride_hailing_incident,LOW,no,no,community_report
INC-1670,2025-05-27 21:53:00,Guru Mandir,24.868178,67.015917,21,Tuesday,mugging,MEDIUM,no,no,community_report
INC-0853,2025-05-28 20:57:00,Teen Talwar,24.83129,67.033483,20,Wednesday,phone_snatching,HIGH,no,yes,community_report
INC-0927,2025-05-28 23:36:00,North Nazimabad,24.947948,67.053356,23,Wednesday,mugging,LOW,no,no,community_report
INC-0668,2025-05-29 12:24:00,Malir,24.893942,67.231766,12,Thursday,vehicle_theft,LOW,no,yes,community_report
INC-0209,2025-05-29 14:31:00,Keamari,24.84527,66.98788,14,Thursday,robbery,LOW,yes,no,community_report
INC-0122,2025-05-29 19:38:00,Orangi Town,24.966448,67.020529,19,Thursday,phone_snatching,MEDIUM,no,no,community_report
INC-0790,2025-05-30 20:16:00,Teen Talwar,24.827789,67.034324,20,Friday,phone_snatching,LOW,no,no,community_report
INC-0867,2025-05-30 21:09:00,Hassan Square,24.896051,67.070502,21,Friday,signal_robbery,MEDIUM,no,yes,community_report
INC-0952,2025-05-31 23:03:00,North Nazimabad,24.948558,67.053272,23,Saturday,phone_snatching,MEDIUM,no,no,community_report
INC-1517,2025-06-01 01:55:00,DHA Phase 1,24.8067,67.059726,1,Sunday,phone_snatching,HIGH,no,no,community_report
INC-0183,2025-06-01 13:24:00,Orangi Town,24.966074,67.022766,13,Sunday,mugging,LOW,no,yes,community_report
INC-0135,2025-06-01 22:29:00,Orangi Town,24.96663,67.01857,22,Sunday,phone_snatching,MEDIUM,no,no,community_report
INC-0577,2025-06-01 22:55:00,SITE Industrial Area,24.93188,66.999284,22,Sunday,robbery,MEDIUM,no,no,community_report
INC-1588,2025-06-01 23:22:00,Zamzama,24.829833,67.074499,23,Sunday,phone_snatching,LOW,no,yes,community_report
INC-0617,2025-06-02 13:26:00,SITE Industrial Area,24.929544,67.001808,13,Monday,vehicle_theft,MEDIUM,no,yes,community_report
INC-1023,2025-06-02 20:38:00,Gulshan-e-Iqbal,24.930904,67.135391,20,Monday,signal_robbery,HIGH,no,no,community_report
INC-1341,2025-06-02 21:09:00,FB Area,24.952832,67.105285,21,Monday,phone_snatching,MEDIUM,no,no,community_report
INC-1348,2025-06-02 21:16:00,FB Area,24.956559,67.102822,21,Monday,signal_robbery,HIGH,no,no,community_report
INC-1378,2025-06-02 23:46:00,FB Area,24.955077,67.103926,23,Monday,phone_snatching,MEDIUM,no,yes,community_report
INC-0479,2025-06-03 00:15:00,Landhi,24.850951,67.357101,0,Tuesday,mugging,LOW,no,no,community_report
INC-1049,2025-06-03 09:55:00,Gulshan-e-Iqbal,24.932539,67.132695,9,Tuesday,signal_robbery,MEDIUM,yes,yes,community_report
INC-0091,2025-06-03 21:43:00,Lyari,24.874718,67.010045,21,Tuesday,robbery,HIGH,no,no,community_report
INC-0714,2025-06-03 21:52:00,Saddar,24.862922,67.029532,21,Tuesday,pickpocketing,MEDIUM,no,no,community_report
INC-1431,2025-06-03 23:42:00,Gulistan-e-Jauhar,24.912021,67.2186,23,Tuesday,phone_snatching,LOW,no,yes,community_report
INC-0290,2025-06-04 14:28:00,Baloch Colony,24.863588,67.074582,14,Wednesday,mugging,HIGH,no,no,community_report
INC-0789,2025-06-04 21:02:00,Teen Talwar,24.831383,67.033961,21,Wednesday,phone_snatching,HIGH,no,no,community_report
INC-0536,2025-06-04 22:58:00,Korangi,24.825075,67.139288,22,Wednesday,mugging,MEDIUM,no,no,community_report
INC-0827,2025-06-04 22:58:00,Teen Talwar,24.827154,67.035463,22,Wednesday,signal_robbery,HIGH,no,yes,community_report
INC-0630,2025-06-06 20:28:00,SITE Industrial Area,24.929913,67.002455,20,Friday,vehicle_theft,MEDIUM,no,no,community_report
INC-1313,2025-06-06 21:52:00,Nazimabad,24.920754,67.036069,21,Friday,mugging,HIGH,no,no,community_report
INC-0067,2025-06-07 01:04:00,Lyari,24.870885,67.013835,1,Saturday,robbery,HIGH,no,no,community_report
INC-1306,2025-06-07 21:14:00,Nazimabad,24.920698,67.036617,21,Saturday,phone_snatching,MEDIUM,no,no,community_report
INC-1102,2025-06-07 22:47:00,Sohrab Goth,24.957844,67.079273,22,Saturday,robbery,MEDIUM,yes,no,community_report
INC-1392,2025-06-07 23:00:00,Gulistan-e-Jauhar,24.910527,67.222966,23,Saturday,phone_snatching,MEDIUM,no,no,community_report
INC-0635,2025-06-08 13:41:00,SITE Industrial Area,24.929056,67.001537,13,Sunday,vehicle_theft,LOW,no,no,community_report
INC-0906,2025-06-08 14:53:00,Hassan Square,24.895404,67.074242,14,Sunday,phone_snatching,MEDIUM,no,no,community_report
INC-1681,2025-06-08 15:30:00,Guru Mandir,24.86567,67.018977,15,Sunday,phone_snatching,LOW,no,no,community_report
INC-1894,2025-06-08 16:01:00,Model Colony,24.881888,67.146047,16,Sunday,mugging,MEDIUM,no,no,community_report
INC-0262,2025-06-08 21:07:00,Keamari,24.843661,66.992215,21,Sunday,robbery,MEDIUM,no,no,community_report
INC-0705,2025-06-08 21:18:00,Malir,24.893286,67.228858,21,Sunday,mugging,MEDIUM,no,no,community_report
INC-1743,2025-06-08 21:32:00,Nagan Chowrangi,24.944555,67.087258,21,Sunday,signal_robbery,LOW,no,no,community_report
INC-1011,2025-06-08 22:32:00,Gulshan-e-Iqbal,24.932953,67.13723,22,Sunday,phone_snatching,MEDIUM,no,no,community_report
INC-0480,2025-06-09 00:27:00,Landhi,24.851927,67.358946,0,Monday,mugging,HIGH,no,yes,community_report
INC-0260,2025-06-09 16:32:00,Keamari,24.842972,66.991877,16,Monday,robbery,HIGH,no,yes,community_report
INC-0967,2025-06-09 20:06:00,North Nazimabad,24.947132,67.053767,20,Monday,phone_snatching,HIGH,no,no,community_report
